"","Estimate","Std. Error","t value","Pr(>|t|)"
"data$LarvalHostBarbarea",65.3549019607843,0.93861197657798,69.629307521791,4.16110828077227e-180
"data$LarvalHostBerteroa",53.5036363636364,1.27821771614523,41.8579993750904,2.95845907981636e-123
"data$MaternalHostBerteroa",1.36945701357467,1.4258539486451,0.960446906133674,0.33765020330147
"data$LarvalHostBerteroa:data$MaternalHostBerteroa",-4.49617030028796,2.32271405325131,-1.93573991339755,0.0538954262319472
